編號,車位類別,車位價格,車位面積(平方公尺),車位所在樓層
RPQNMLNJMHGGFBJ77DA,坡道平面,0,26.78,地下二樓
RPTOMLQJMHGGFCJ68EA,坡道平面,0,29.77,
RPXPMLRJMHGGFBJ56EA,坡道平面,1200000,,地下三樓
RPXPMLRJMHGGFBJ56EA,坡道平面,1200000,,地下三樓
RPOQMLRJMHGGFBJ38EA,坡道平面,0,25.95,地下五樓含以下
RPPQMLRJMHGGFBJ48EA,坡道平面,0,39.43,地下三樓
RPPOMLRJMHGGFBJ28EA,坡道平面,0,,地下二樓
RPUQMLRJMHGGFBJ98EA,坡道平面,0,34.50,地下四樓
RPUNMLQJMHGGFBJ58EA,坡道平面,0,,地下一樓
RPVNMLQJMHGGFBJ68EA,坡道機械,0,,地下三樓
